tool_slug,captured_on,verdict,freshness,days_since_push,recent_commits,release_gap_days,issue_response_hours,contributors_90d,stars,open_issues,archived,reasons,captured_at
claude-hud,2026-08-01,maintained,100,11,100,12,,27,27010,8,false,"[{""fact"":""last commit"",""detail"":""Last push 11 days ago — inside a normal release month."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v0.6.0 12 days ago; 14 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""27 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
claude-mem,2026-08-01,maintained,100,0,100,8,,7,89244,199,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v13.12.4 8 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""7 people committed in the last 90 days."",""effect"":2}]",2026-08-01T18:27:06.641092+00:00
claude-plugins-official,2026-08-01,maintained,95,0,100,,,1,32944,856,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5}]",2026-08-01T18:27:06.641092+00:00
claude-skills,2026-08-01,maintained,88,15,100,64,,5,23610,7,false,"[{""fact"":""last commit"",""detail"":""Last push 15 days ago — inside a normal release month."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Last release 64 days ago against a 4-day cadence — over three times its own gap."",""effect"":-12},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2}]",2026-08-01T18:27:06.641092+00:00
cline,2026-08-01,maintained,100,0,100,0,,15,65406,618,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released sdk/sdk/v0.0.68 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""15 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
cliproxyapi,2026-08-01,maintained,100,0,100,0,,10,45896,64,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v7.2.113 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""10 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
cloakbrowser,2026-08-01,maintained,100,0,100,1,,9,29491,160,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released chromium-v150.0.7871.114.4-pro 1 day ago; 22 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""9 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
cmux,2026-08-01,maintained,100,0,100,6,,3,25465,1601,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released issue-assets 6 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""3 people committed in the last 90 days."",""effect"":2},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-01T18:27:06.641092+00:00
code-review-graph,2026-08-01,maintained,100,1,100,14,,11,27961,43,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v2.3.7 14 days ago; 28 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""11 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
codebase-memory-mcp,2026-08-01,maintained,100,0,100,2,,9,36950,303,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v0.9.1-rc.1 2 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""9 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
codex-cli,2026-08-01,maintained,100,0,100,1,,40,103107,11455,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released rust-v0.147.0-alpha.4 1 day ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""40 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
codexbar,2026-08-01,maintained,100,0,100,3,,15,19446,94,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v0.46.0 3 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""15 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
cognee,2026-08-01,maintained,100,0,100,0,2.3,11,29669,147,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v1.4.1 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 2 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""11 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
composio,2026-08-01,maintained,100,0,100,1,14.2,16,29489,28,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released @composio/cli@0.3.1 1 day ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 14 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""16 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
context-mode,2026-08-01,maintained,100,0,100,33,,5,19541,61,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v1.0.169 33 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-01T18:27:06.641092+00:00
context7,2026-08-01,maintained,100,0,100,2,,16,60118,18,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released ctx7@0.5.7 2 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""16 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
continue,2026-08-01,maintained,100,0,24,43,,3,35263,526,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""24 commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v2.0.0-vscode 43 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""3 people committed in the last 90 days."",""effect"":2}]",2026-08-01T18:27:06.641092+00:00
copilotkit,2026-08-01,maintained,100,0,100,0,,8,36394,160,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v1.64.2 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""8 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
cowagent,2026-08-01,maintained,100,0,100,3,5.7,5,46265,18,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released 2.1.5 3 days ago; 16 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 6 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2}]",2026-08-01T18:27:06.641092+00:00
crewai,2026-08-01,maintained,100,0,100,1,,16,56468,97,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released 1.15.10 1 day ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""16 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
crush,2026-08-01,maintained,100,0,100,0,24.1,10,27003,373,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released nightly 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 24 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""10 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-01T18:27:06.641092+00:00
daytona,2026-08-01,maintained,100,8,100,39,,21,72078,310,false,"[{""fact"":""last commit"",""detail"":""Last push 8 days ago — inside a normal release month."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v0.190.0 39 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""21 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-01T18:27:06.641092+00:00
deepseek-reasonix,2026-08-01,maintained,100,0,100,0,,3,28505,1120,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v1.19.0 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""3 people committed in the last 90 days."",""effect"":2}]",2026-08-01T18:27:06.641092+00:00
deeptutor,2026-08-01,maintained,100,2,100,2,,21,31777,51,false,"[{""fact"":""last commit"",""detail"":""Pushed 2 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v1.5.7 2 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""21 people committed in the last 90 days."",""effect"":5}]",2026-08-01T18:27:06.641092+00:00
